Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_a,char_s,char_n,char_i,char_r,char_l,char_t,char_o,char_u,char_d,char_c,char_m,char_p,char_v,char_g,char_b,char_f,char_h,char_q,Language,char_k,char_y,char_j,char_w,char_z,char_ſ,char_ī,char_é,char_þ,char_ä,char_ö,char_á,char_æ,char_о,char_а,char_е,char_к,char_и,char_т,char_н,char_р,char_л,char_с,char_в,char_у,char_п,char_д,char_б,char_ь,char_м,char_ч,char_я,char_í,char_å,char_ó
John G. Nicolay and John Hay,e,12.61,t,9.46,a,7.84,o,7.79,n,7.43,i,7.3,s,6.39,r,6.2,h,5.53,d,4.01,12.61,7.84,6.39,7.43,7.3,6.2,3.95,9.46,7.79,2.54,4.01,2.99,2.37,1.92,,1.8,1.4,2.59,5.53,,English,,1.7,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Galsworthy,e,12.42,t,9.0,o,7.97,a,7.71,n,6.88,h,6.82,i,6.76,s,6.46,r,5.55,d,4.41,12.42,7.71,6.46,6.88,6.76,5.55,4.06,9.0,7.97,2.88,4.41,2.32,2.41,1.56,,2.17,1.4,2.31,6.82,,English,,2.04,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gay,e,11.73,t,8.82,o,7.98,a,7.98,i,6.9,n,6.2,r,6.17,s,6.04,h,5.73,l,4.3,11.73,7.98,6.04,6.2,6.9,6.17,4.3,8.82,7.98,3.47,3.4,2.9,3.13,2.05,,1.9,1.54,2.28,5.73,,English,,2.64,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John George Nicolay and John Hay,e,12.54,t,9.98,o,8.03,n,7.65,a,7.64,i,7.41,s,6.42,r,6.09,h,5.03,d,3.98,12.54,7.64,6.42,7.65,7.41,6.09,3.85,9.98,8.03,2.69,3.98,3.31,2.27,2.13,,1.69,1.42,2.44,5.03,,English,,1.63,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Henry Parker,e,12.66,t,9.48,a,7.82,o,7.41,r,6.93,i,6.83,n,6.75,s,6.25,h,5.77,l,4.54,12.66,7.82,6.25,6.75,6.83,6.93,4.54,9.48,7.41,2.66,3.76,3.47,2.18,1.77,,1.69,1.6,2.64,5.77,,English,,1.86,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Josselyn,e,12.38,t,9.29,a,7.91,o,7.62,n,7.2,i,6.64,r,6.55,s,6.3,h,6.21,l,3.86,12.38,7.91,6.3,7.2,6.64,6.55,3.86,9.29,7.62,2.66,3.79,2.64,2.43,1.86,,2.13,1.71,2.43,6.21,,English,,1.74,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Keats,e,12.63,t,8.55,o,7.61,a,7.5,s,6.87,n,6.73,i,6.72,r,6.27,h,6.11,l,4.6,12.63,7.5,6.87,6.73,6.72,6.27,4.6,8.55,7.61,2.82,4.26,2.41,2.41,2.1,,2.15,1.53,2.45,6.11,,English,,1.8,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Law,e,12.81,t,9.26,o,8.66,a,8.14,n,7.36,i,6.06,r,6.05,s,5.72,h,5.11,d,4.09,12.81,8.14,5.72,7.36,6.06,6.05,4.06,9.26,8.66,2.84,4.09,2.8,2.42,2.24,,1.87,2.06,2.31,5.11,,English,,2.11,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Leyland,e,13.12,t,9.37,a,8.26,n,7.29,i,7.08,o,6.93,r,6.69,s,6.31,h,5.49,d,3.89,13.12,8.26,6.31,7.29,7.08,6.69,3.48,9.37,6.93,2.43,3.89,2.95,2.44,1.97,,2.02,1.72,2.55,5.49,,English,,1.69,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Locke,e,12.74,t,9.93,o,8.03,i,7.63,n,7.62,a,7.59,s,6.71,h,5.9,r,5.6,d,3.59,12.74,7.59,6.71,7.62,7.63,5.6,3.26,9.93,8.03,2.66,3.59,2.78,2.48,1.9,,1.64,1.66,2.45,5.9,,English,,1.74,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Malcolm Rymer,e,12.16,t,8.69,a,8.32,o,7.84,i,6.73,n,6.7,h,6.5,s,6.11,r,5.95,d,4.43,12.16,8.32,6.11,6.7,6.73,5.95,4.01,8.69,7.84,3.06,4.43,2.55,2.85,1.63,,1.98,1.49,2.26,6.5,,English,,2.27,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Mandeville,e,12.37,t,10.68,a,9.14,h,7.66,o,7.36,n,7.13,i,5.81,s,5.79,r,5.75,d,4.43,12.37,9.14,5.79,7.13,5.81,5.75,4.0,10.68,7.36,2.17,4.43,2.01,2.67,1.43,,1.68,1.57,2.67,7.66,,English,,1.93,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Milton,e,11.97,t,9.07,o,7.69,a,7.31,n,6.95,h,6.82,i,6.78,s,6.64,r,6.52,d,4.64,11.97,7.31,6.64,6.95,6.78,6.52,4.22,9.07,7.69,3.06,4.64,2.2,2.47,1.76,,2.17,1.51,2.44,6.82,,English,,1.27,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Niles Hubbard,e,13.23,t,9.52,a,7.76,n,7.43,o,7.42,i,7.29,r,6.31,h,6.06,s,6.04,d,4.36,13.23,7.76,6.04,7.43,7.29,6.31,3.23,9.52,7.42,2.52,4.36,2.86,2.28,1.83,,1.95,1.37,2.54,6.06,,English,,1.66,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Oxenham,e,12.4,t,9.24,a,8.06,o,7.61,n,6.94,i,6.58,h,6.16,s,6.04,r,5.81,d,4.5,12.4,8.06,6.04,6.94,6.58,5.81,4.4,9.24,7.61,2.9,4.5,2.17,2.53,1.48,,2.25,1.53,2.19,6.16,,English,,2.33,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Patterson,e,12.82,t,9.05,a,7.94,o,7.69,n,7.07,r,6.66,i,6.53,s,5.75,h,5.74,d,4.25,12.82,7.94,5.75,7.07,6.53,6.66,3.91,9.05,7.69,2.83,4.25,2.84,2.47,1.92,,2.2,1.54,2.69,5.74,,English,,1.62,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John R. Clark Hall,e,10.73,n,7.66,r,7.06,a,6.79,o,6.45,t,6.13,i,5.8,l,5.5,s,5.44,d,4.01,10.73,6.79,5.44,7.66,5.8,7.06,5.5,6.13,6.45,2.71,4.01,3.92,2.86,2.64,,3.25,2.04,3.21,2.9,,English,,1.52,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John R. Lynch,e,12.84,t,10.57,a,8.19,o,7.89,n,7.49,i,7.01,s,5.88,r,5.64,h,5.44,d,3.93,12.84,8.19,5.88,7.49,7.01,5.64,3.54,10.57,7.89,2.67,3.93,3.46,2.33,2.09,,1.38,1.69,2.54,5.44,,English,,1.55,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Ruskin,e,12.29,t,10.1,o,8.02,a,7.5,i,7.35,n,7.06,r,6.21,s,6.14,h,5.6,l,3.89,12.29,7.5,6.14,7.06,7.35,6.21,3.89,10.1,8.02,3.13,3.49,3.01,2.18,1.96,,1.87,1.63,2.61,5.6,,English,,1.99,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Russell Russell,e,12.93,t,9.2,a,7.63,o,7.6,i,7.45,n,6.89,h,6.24,s,6.21,r,5.81,d,4.03,12.93,7.63,6.21,6.89,7.45,5.81,3.51,9.2,7.6,2.97,4.03,2.74,2.64,1.87,,1.82,1.63,2.39,6.24,,English,,2.03,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John St. Loe Strachey,e,12.21,t,9.51,a,8.14,o,7.85,i,7.17,n,6.83,s,6.12,h,6.01,r,5.95,l,4.06,12.21,8.14,6.12,6.83,7.17,5.95,4.06,9.51,7.85,2.71,3.97,2.6,2.68,1.84,,1.89,1.44,2.38,6.01,,English,,2.07,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Stuart Mill,e,12.43,t,9.66,o,8.1,i,7.68,a,7.5,n,7.32,s,6.3,r,6.05,h,5.09,l,3.93,12.43,7.5,6.3,7.32,7.68,6.05,3.93,9.66,8.1,2.84,3.45,3.48,2.46,2.3,,1.65,1.57,2.72,5.09,,English,,1.73,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John T. Morse,e,12.46,t,9.58,a,7.81,o,7.71,n,7.59,i,7.31,s,6.47,r,5.92,h,5.35,l,4.16,12.46,7.81,6.47,7.59,7.31,5.92,4.16,9.58,7.71,2.65,3.96,3.26,2.43,2.01,,1.77,1.5,2.34,5.35,,English,,1.72,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John U. Wolff,a,11.79,n,8.17,e,7.83,t,7.26,i,6.87,s,6.06,o,5.51,u,4.93,r,4.53,g,4.5,7.83,11.79,6.06,8.17,6.87,4.53,4.04,7.26,5.51,4.93,3.07,2.14,2.7,2.35,,4.5,2.44,,4.0,,English,2.29,2.3,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Webster,e,11.73,o,8.89,t,8.79,a,7.68,i,6.89,n,6.52,s,6.42,r,6.28,h,5.53,l,4.52,11.73,7.68,6.42,6.52,6.89,6.28,4.52,8.79,8.89,3.42,4.05,2.72,2.62,1.59,,1.66,1.51,2.34,5.53,,English,,2.4,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John William Polidori,e,12.83,t,9.16,o,7.61,a,7.37,i,7.08,n,6.84,r,6.45,h,6.41,s,6.05,d,4.18,12.83,7.37,6.05,6.84,7.08,6.45,3.43,9.16,7.61,2.93,4.18,2.81,2.59,2.05,,2.12,1.6,2.47,6.41,,English,,1.81,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Swift,e,12.59,t,9.28,o,7.8,a,7.61,i,6.92,n,6.84,r,6.27,s,6.2,h,5.83,d,4.17,12.59,7.61,6.2,6.84,6.92,6.27,3.84,9.28,7.8,2.9,4.17,2.73,2.67,1.99,,1.96,1.6,2.47,5.83,,English,,1.86,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Rizal,e,12.56,t,9.18,a,8.19,o,7.65,i,7.19,n,6.81,s,6.27,h,6.19,r,5.97,d,4.26,12.56,8.19,6.27,6.81,7.19,5.97,3.82,9.18,7.65,2.78,4.26,2.68,2.43,1.94,,2.04,1.45,2.25,6.19,,English,,1.81,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Addison and Richard Steele,e,12.38,t,9.36,a,7.93,o,7.89,i,7.22,n,7.05,s,6.66,h,6.16,r,6.04,d,3.66,12.38,7.93,6.66,7.05,7.22,6.04,3.64,9.36,7.89,2.94,3.66,2.6,2.7,1.92,,1.72,1.46,2.58,6.16,,English,,1.82,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Conrad,e,12.42,t,9.16,a,7.82,o,7.78,i,7.14,n,6.72,s,6.3,h,6.28,r,5.54,d,4.36,12.42,7.82,6.3,6.72,7.14,5.54,4.04,9.16,7.78,2.82,4.36,2.52,2.64,1.79,,2.09,1.5,2.49,6.28,,English,,1.89,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Donaldson,e,13.2,t,9.1,o,7.6,a,7.57,n,7.12,i,6.89,h,6.35,r,6.1,s,5.64,d,4.53,13.2,7.57,5.64,7.12,6.89,6.1,3.47,9.1,7.6,2.84,4.53,2.58,2.64,1.67,,2.13,1.49,2.45,6.35,,English,,1.83,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph H. Alexander,e,12.36,t,9.04,a,8.76,o,7.41,n,7.27,i,6.76,r,6.73,s,6.13,h,4.82,d,4.34,12.36,8.76,6.13,7.27,6.76,6.73,4.21,9.04,7.41,2.54,4.34,3.05,2.76,2.12,,2.03,1.71,2.32,4.82,,English,,1.38,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Payne Brennan,e,13.11,t,9.08,a,8.04,o,6.98,n,6.74,i,6.7,h,6.2,s,6.09,r,5.93,d,4.83,13.11,8.04,6.09,6.74,6.7,5.93,4.18,9.08,6.98,2.81,4.83,2.76,2.34,1.84,,2.26,1.58,2.19,6.2,,English,,1.73,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joseph Planta, Esq. F. R. S",e,12.39,t,9.92,o,7.96,a,7.82,i,7.38,n,7.23,r,6.61,s,5.7,h,4.78,l,3.64,12.39,7.82,5.7,7.23,7.38,6.61,3.64,9.92,7.96,3.16,3.4,3.4,2.48,2.19,,2.1,1.61,2.62,4.78,,English,,1.58,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Sheridan Le Fanu,e,12.6,t,8.66,a,8.27,o,7.34,i,7.06,n,6.8,r,6.22,s,6.05,h,5.7,d,4.6,12.6,8.27,6.05,6.8,7.06,6.22,4.12,8.66,7.34,2.95,4.6,2.73,2.8,1.76,,2.08,1.33,2.05,5.7,,English,,2.25,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Coffin,e,12.9,t,9.64,o,7.98,a,7.41,n,7.32,i,6.91,r,6.48,s,6.09,h,5.45,d,3.8,12.9,7.41,6.09,7.32,6.91,6.48,3.59,9.64,7.98,2.72,3.8,3.2,2.36,2.08,,1.89,1.66,2.44,5.45,,English,,1.81,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José  Rizal,e,12.52,t,9.14,a,8.31,o,7.7,i,7.0,n,6.76,s,6.36,h,6.33,r,6.03,d,4.25,12.52,8.31,6.36,6.76,7.0,6.03,3.9,9.14,7.7,2.74,4.25,2.63,2.42,1.87,,2.0,1.43,2.27,6.33,,English,,1.86,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Raúl Capablanca,e,11.29,t,10.08,a,7.51,i,7.3,o,7.16,n,6.66,s,5.69,h,5.42,r,5.26,l,3.81,11.29,7.51,5.69,6.66,7.3,5.26,3.81,10.08,7.16,2.15,2.94,3.07,2.01,3.27,,1.98,2.82,1.96,5.42,,English,3.13,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Verne,e,12.77,t,9.56,a,8.02,o,7.4,n,6.91,i,6.84,s,6.4,r,6.01,h,5.99,d,4.21,12.77,8.02,6.4,6.91,6.84,6.01,3.93,9.56,7.4,2.87,4.21,2.81,2.29,1.96,,1.94,1.54,2.34,5.99,,English,,1.68,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Magruder,e,12.49,t,9.13,a,8.17,o,7.67,n,7.08,i,6.96,s,6.48,r,6.07,h,5.93,d,4.24,12.49,8.17,6.48,7.08,6.96,6.07,3.84,9.13,7.67,3.02,4.24,2.39,2.73,1.61,,2.27,1.35,2.07,5.93,,English,,2.07,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian,e,11.81,t,9.27,o,7.56,i,7.55,a,7.35,h,7.22,n,7.03,s,6.93,r,5.49,l,4.8,11.81,7.35,6.93,7.03,7.55,5.49,4.8,9.27,7.56,2.81,4.33,1.84,2.18,1.19,,2.31,1.44,2.6,7.22,,English,,1.7,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Street,e,12.24,t,9.56,a,8.14,o,7.72,i,7.37,n,6.97,s,6.42,r,5.89,h,5.75,l,3.99,12.24,8.14,6.42,6.97,7.37,5.89,3.99,9.56,7.72,2.72,3.78,2.76,2.59,1.76,,2.03,1.58,2.27,5.75,,English,,1.83,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. U. Rafy,e,12.96,t,9.42,a,7.89,o,7.58,h,7.19,n,6.79,i,6.46,s,5.9,r,5.8,d,4.7,12.96,7.89,5.9,6.79,6.46,5.8,3.66,9.42,7.58,2.69,4.7,2.28,2.57,1.57,,2.27,1.59,2.41,7.19,,English,,1.68,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahlil Gibran,e,12.03,t,9.12,o,8.45,a,7.47,n,7.15,i,6.49,s,6.34,r,6.16,h,6.01,d,4.12,12.03,7.47,6.34,7.15,6.49,6.16,3.82,9.12,8.45,3.85,4.12,2.04,2.01,1.64,,2.16,1.41,2.42,6.01,,English,,2.79,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karel Capek,e,11.52,t,8.68,o,8.49,a,8.04,n,6.92,i,6.48,r,6.3,s,6.27,h,5.28,l,5.14,11.52,8.04,6.27,6.92,6.48,6.3,5.14,8.68,8.49,3.41,3.71,2.4,2.9,1.75,,2.17,1.78,2.06,5.28,,English,,2.32,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Marx and Friedrich Engels,e,12.07,t,9.94,o,8.84,i,8.0,a,7.2,n,6.93,r,6.6,s,6.46,h,4.42,l,3.83,12.07,7.2,6.46,6.93,8.0,6.6,3.83,9.94,8.84,2.86,3.23,3.6,2.42,2.45,,1.95,1.51,2.52,4.42,,English,,1.8,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Chopin,e,13.37,t,8.73,a,7.79,o,7.48,n,6.97,h,6.78,i,6.65,s,6.08,r,5.88,d,4.69,13.37,7.79,6.08,6.97,6.65,5.88,4.15,8.73,7.48,2.63,4.69,2.33,2.5,1.7,,2.21,1.47,2.08,6.78,,English,,1.64,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Greenaway,e,12.34,t,8.48,o,7.55,r,7.28,a,7.28,i,7.28,n,6.75,s,5.99,l,4.88,h,3.92,12.34,7.28,5.99,6.75,7.28,7.28,4.88,8.48,7.55,3.33,3.55,3.2,2.53,2.4,,2.25,1.7,2.24,3.92,,English,,2.4,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Sanborn,e,12.25,t,8.84,a,8.18,o,7.82,n,6.97,i,6.75,s,6.19,r,6.15,h,5.13,d,4.61,12.25,8.18,6.19,6.97,6.75,6.15,4.23,8.84,7.82,2.83,4.61,2.67,2.49,1.85,,2.33,1.56,2.29,5.13,,English,,2.11,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine Creighton,e,12.81,t,9.07,a,8.06,o,7.48,n,6.81,i,6.39,r,6.18,h,5.89,s,5.7,l,4.55,12.81,8.06,5.7,6.81,6.39,6.18,4.55,9.07,7.48,2.56,4.47,2.55,2.18,1.77,,2.4,1.59,2.48,5.89,,English,,2.05,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine Mansfield,e,12.67,t,8.98,a,8.31,o,7.31,h,6.58,n,6.51,i,6.32,s,6.31,r,5.57,d,4.81,12.67,8.31,6.31,6.51,6.32,5.57,4.54,8.98,7.31,2.82,4.81,2.05,2.26,1.67,,2.45,1.61,1.96,6.58,,English,,2.09,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Grahame,e,12.0,t,9.38,a,8.32,o,7.7,n,6.93,i,6.44,h,6.21,s,5.9,r,5.69,d,4.98,12.0,8.32,5.9,6.93,6.44,5.69,4.58,9.38,7.7,2.87,4.98,2.09,2.38,1.69,,2.47,1.49,2.12,6.21,,English,,2.18,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kersey Graves,e,12.22,t,9.31,i,8.04,o,7.66,a,7.62,n,7.04,s,6.84,r,6.26,h,6.12,d,3.99,12.22,7.62,6.84,7.04,8.04,6.26,3.58,9.31,7.66,2.42,3.99,3.27,2.31,1.88,,1.84,1.52,2.52,6.12,,English,,1.63,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King James I,e,14.58,t,9.65,i,7.68,o,7.28,a,7.11,n,6.55,s,6.47,h,6.36,r,6.06,l,3.53,14.58,7.11,6.47,6.55,7.68,6.06,3.53,9.65,7.28,2.96,3.48,2.78,2.35,2.1,,1.83,1.58,2.45,6.36,,English,,1.49,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna-Dwaipayana Vyasa,e,11.81,a,9.39,t,9.14,o,7.15,h,7.09,i,6.98,n,6.89,s,6.67,r,5.93,d,4.65,11.81,9.39,6.67,6.89,6.98,5.93,3.42,9.14,7.15,2.64,4.65,2.17,2.14,1.43,,2.17,1.59,2.59,7.09,,English,,1.68,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Vonnegut,e,11.93,t,9.4,o,8.33,i,7.33,a,7.17,r,6.81,n,6.57,s,5.4,h,4.67,d,4.08,11.93,7.17,5.4,6.57,7.33,6.81,3.85,9.4,8.33,3.21,4.08,3.12,2.33,2.7,,2.42,1.74,2.22,4.67,,English,,2.12,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Frank Baum,e,12.6,t,9.25,a,7.92,o,7.79,i,6.39,h,6.32,n,6.26,r,6.05,s,5.75,d,4.89,12.6,7.92,5.75,6.26,6.39,6.05,4.16,9.25,7.79,2.87,4.89,2.53,2.4,1.73,,2.16,1.44,2.05,6.32,,English,,2.2,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. M. (Lucy Maud) Montgomery,e,12.53,t,8.89,a,8.01,o,7.28,i,6.74,n,6.61,h,6.17,s,6.07,r,5.63,l,4.76,12.53,8.01,6.07,6.61,6.74,5.63,4.76,8.89,7.28,3.23,4.71,2.04,2.5,1.5,,2.06,1.75,1.94,6.17,,English,,2.6,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Ron Hubbard,e,12.17,t,9.52,a,8.06,o,7.59,n,7.0,i,6.51,r,5.91,s,5.75,h,5.38,d,4.54,12.17,8.06,5.75,7.0,6.51,5.91,4.17,9.52,7.59,3.09,4.54,2.91,2.19,2.1,,2.59,1.6,2.12,5.38,,English,,2.05,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Charlotte Guest,e,12.85,t,9.65,a,8.38,h,8.2,o,7.28,n,7.2,i,6.0,s,5.62,r,5.6,d,5.34,12.85,8.38,5.62,7.2,6.0,5.6,3.7,9.65,7.28,2.53,5.34,2.0,2.38,1.27,,1.83,1.33,2.14,8.2,,English,,1.86,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Florence Dixie,e,12.27,t,8.83,a,8.09,o,7.91,n,6.98,i,6.63,r,6.28,s,6.09,h,5.58,d,4.42,12.27,8.09,6.09,6.98,6.63,6.28,3.86,8.83,7.91,3.11,4.42,2.8,2.21,1.94,,2.55,1.57,2.36,5.58,,English,,1.76,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lal Behari Day,e,13.06,t,9.63,a,7.97,h,7.72,o,7.52,n,6.69,i,6.32,s,5.95,r,5.67,d,4.44,13.06,7.97,5.95,6.69,6.32,5.67,3.43,9.63,7.52,2.69,4.44,2.22,2.39,1.71,,2.12,1.53,2.29,7.72,,English,,1.84,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Elizabeth Howe Richards,e,12.48,t,9.11,a,7.94,o,7.78,n,7.0,i,6.84,r,6.36,s,6.23,h,5.77,d,4.11,12.48,7.94,6.23,7.0,6.84,6.36,3.9,9.11,7.78,2.77,4.11,2.6,2.71,1.83,,1.91,1.61,2.44,5.77,,English,,2.07,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Spencer Portor,e,12.81,t,9.19,a,7.87,o,7.77,i,6.92,n,6.9,s,6.18,h,6.0,r,5.83,d,4.31,12.81,7.87,6.18,6.9,6.92,5.83,4.16,9.19,7.77,2.7,4.31,2.35,2.67,1.68,,2.03,1.58,2.32,6.0,,English,,2.11,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurence Housman,e,12.35,t,9.17,o,8.59,i,7.39,a,7.22,n,6.85,s,6.22,r,5.27,h,5.23,l,4.12,12.35,7.22,6.22,6.85,7.39,5.27,4.12,9.17,8.59,3.47,3.61,2.31,2.76,1.79,,2.58,1.45,1.83,5.23,,English,,2.96,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurence Sterne,e,11.38,t,9.64,o,7.93,a,7.78,i,7.31,n,6.96,h,6.38,s,6.36,r,5.86,d,3.93,11.38,7.78,6.36,6.96,7.31,5.86,3.82,9.64,7.93,3.08,3.93,2.65,2.64,1.85,,1.83,1.62,2.37,6.38,,English,,2.08,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee B. Holum,e,12.7,t,9.82,o,8.0,a,7.67,i,6.79,n,6.69,r,6.66,s,5.63,h,5.3,l,3.99,12.7,7.67,5.63,6.69,6.79,6.66,3.99,9.82,8.0,2.94,3.96,3.21,2.25,2.25,,2.3,1.52,2.18,5.3,,English,,1.71,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Tolstoy,e,12.34,t,9.13,a,7.98,o,7.55,n,7.21,i,6.98,h,6.66,s,6.42,r,5.59,d,4.53,12.34,7.98,6.42,7.21,6.98,5.59,3.88,9.13,7.55,2.61,4.53,2.4,2.36,1.73,,2.05,1.39,2.2,6.66,,English,,1.88,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopold von Ranke,e,13.16,t,10.0,o,7.66,a,7.43,n,7.19,i,7.13,h,6.38,s,6.11,r,5.94,d,4.19,13.16,7.43,6.11,7.19,7.13,5.94,3.64,10.0,7.66,2.47,4.19,3.11,2.4,2.08,,1.75,1.4,2.37,6.38,,English,,1.46,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie Waltham,e,12.33,t,9.96,o,8.15,i,7.09,a,6.97,n,6.8,r,6.57,s,5.85,h,5.45,d,3.91,12.33,6.97,5.85,6.8,7.09,6.57,3.29,9.96,8.15,3.05,3.91,3.01,2.48,2.07,,2.44,1.52,2.09,5.45,,English,,2.16,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lester del Rey,e,12.46,t,9.81,o,8.58,r,7.07,n,6.98,i,6.91,a,6.79,s,5.13,h,4.1,d,3.91,12.46,6.79,5.13,6.98,6.91,7.07,3.25,9.81,8.58,3.24,3.91,3.45,2.19,2.59,,2.54,1.83,2.31,4.1,,English,,2.23,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lever Brothers Company,e,11.51,t,9.16,o,8.03,i,7.37,r,7.27,a,7.08,n,6.7,s,5.9,l,4.12,p,3.69,11.51,7.08,5.9,6.7,7.37,7.27,4.12,9.16,8.03,3.45,3.4,3.42,2.33,3.69,,2.42,1.74,2.37,3.56,,English,,1.89,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Carroll,e,12.48,t,9.9,a,7.98,o,7.73,i,7.02,n,6.55,h,6.28,s,5.88,r,5.48,d,4.41,12.48,7.98,5.88,6.55,7.02,5.48,4.24,9.9,7.73,3.2,4.41,2.5,2.0,1.63,,2.39,1.42,1.95,6.28,,English,,2.06,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
